station_name,metro_line,hour_of_day,day_of_week,month,is_weekend,is_holiday,temperature_c,is_raining,nearby_it_park,train_frequency_min,is_peak_hour,time_category,is_off_day,passenger_count,footfall_category,station_type,delay_minutes,wifi_available,date,fare_inr
Whitefield,Purple,16.0,Sunday,May,Yes,,27.0,No,Yes,5.0,No,Evening,Yes,711.0,Low,Regular,5.0,No,2023-05-13,20.0
Mysuru Road,Purple,10.0,Wednesday,April,No,No,26.3,No,No,,No,Midday,,1320.0,Medium,Regular,0.0,No,2025-04-15,40.0
RV Road,Yellow,19.0,Sunday,March,Yes,No,32.0,No,No,3.0,Yes,Evening,Yes,2391.0,High,Interchange,0.0,No,2024-03-07,30.0
Jayanagar,Green,19.0,Friday,August,No,No,,No,No,3.0,Yes,Evening,No,,,Regular,0.0,No,2024-08-15,30.0
Chickpete,Green,11.0,Thursday,December,No,No,23.8,No,No,5.0,No,Midday,No,989.0,Medium,Regular,5.0,No,2025-12-20,20.0
Sandal Soap Factory,Green,14.0,Sunday,July,Yes,No,26.9,Yes,No,5.0,No,Evening,Yes,558.0,Low,Regular,5.0,No,2025-07-10,20.0
Sandal Soap Factory,Green,6.0,Thursday,March,No,No,27.0,No,No,8.0,No,Morning,No,1602.0,Medium,Regular,0.0,No,2025-03-14,20.0
Banashankari,Yellow,7.0,Friday,May,No,No,25.0,No,No,3.0,Yes,Morning,No,1580.0,Medium,Regular,5.0,Yes,2024-05-06,40.0
National College,Green,15.0,Sunday,October,Yes,No,,No,No,5.0,No,Evening,Yes,,Medium,Regular,0.0,No,2025-10-14,25.0
Vijayanagar,Purple,12.0,Sunday,August,Yes,No,26.2,No,No,5.0,No,Midday,Yes,1245.0,Medium,Regular,0.0,No,2023-08-24,30.0
Sandal Soap Factory,Green,22.0,Saturday,November,Yes,No,22.9,No,No,8.0,No,Night,Yes,580.0,Low,Regular,0.0,No,2025-11-25,20.0
Trinity,Purple,19.0,Wednesday,December,No,No,22.1,No,No,3.0,Yes,Evening,No,4288.0,High,Regular,5.0,Yes,2025-12-22,20.0
Nagasandra,Green,16.0,Sunday,February,Yes,No,24.3,No,No,5.0,No,Evening,Yes,832.0,Medium,Terminal,0.0,No,2024-02-12,10.0
Yeshwanthpur,Green,22.0,Monday,September,No,No,25.0,No,Yes,8.0,No,Night,No,926.0,Medium,Regular,2.0,Yes,2023-09-11,20.0
Tagore Nagar,Yellow,12.0,Thursday,February,No,No,25.9,No,No,5.0,No,Midday,No,2126.0,High,Regular,2.0,,2025-02-25,20.0
Yelachenahalli,Green,20.0,Saturday,November,Yes,No,31.9,No,No,8.0,No,,Yes,612.0,Low,Regular,2.0,No,2023-11-20,20.0
Dasarahalli,Green,20.0,Thursday,November,No,No,25.0,,No,8.0,No,Night,No,953.0,Medium,Regular,0.0,No,2023-11-22,10.0
National College,Green,11.0,Sunday,March,Yes,No,31.1,No,No,5.0,No,Midday,Yes,792.0,Low,Regular,0.0,No,2025-03-24,25.0
Jalahalli,Green,20.0,Tuesday,December,No,No,31.6,No,No,8.0,No,Night,No,889.0,Medium,Regular,0.0,No,2024-12-25,15.0
Yeshwanthpur,Green,10.0,Tuesday,November,No,No,,No,Yes,5.0,No,Midday,No,1184.0,Medium,Regular,0.0,Yes,2025-11-19,20.0
Vijayanagar,Purple,22.0,Monday,January,No,No,25.8,No,No,8.0,No,,No,878.0,Medium,Regular,0.0,No,2024-01-02,30.0
,Green,21.0,Saturday,June,Yes,No,,No,No,,No,Night,Yes,,,,5.0,,2023-06-22,
Tagore Nagar,Yellow,14.0,Sunday,February,Yes,No,28.7,No,No,5.0,No,Evening,Yes,756.0,Low,Regular,0.0,No,2025-02-20,20.0
Halasuru,Purple,11.0,Friday,August,No,,27.7,No,No,5.0,No,Midday,Yes,1131.0,Medium,Regular,0.0,Yes,2024-08-01,20.0
Vijayanagar,Purple,19.0,Sunday,November,Yes,No,,No,No,3.0,Yes,Evening,Yes,3033.0,High,Regular,0.0,No,2023-11-08,30.0
Swami Vivekananda Road,Purple,22.0,Sunday,March,Yes,No,27.0,No,No,8.0,No,Night,Yes,574.0,Low,Regular,0.0,No,2025-03-25,20.0
Indiranagar,Purple,15.0,Wednesday,January,No,No,29.6,,Yes,5.0,No,Evening,No,1230.0,Medium,Regular,0.0,Yes,2024-01-14,15.0
Banashankari,,11.0,Tuesday,August,No,No,22.5,No,No,5.0,No,Midday,No,1119.0,Medium,Regular,0.0,Yes,2024-08-09,40.0
Jayanagar 4th Block,Yellow,15.0,Monday,November,No,No,26.0,No,,5.0,No,Evening,No,979.0,Medium,Regular,5.0,No,2024-11-02,20.0
Tagore Nagar,Yellow,9.0,Friday,April,No,No,27.0,,No,3.0,Yes,Morning,No,3960.0,High,Regular,2.0,No,2025-04-25,20.0
Bommasandra,Yellow,11.0,Friday,July,No,No,30.2,No,Yes,5.0,No,Midday,No,1191.0,Medium,Terminal,5.0,No,2025-07-23,50.0
,Green,15.0,Wednesday,October,No,,27.8,No,No,5.0,No,Evening,No,1178.0,Medium,Regular,2.0,No,2025-10-05,20.0
Kengeri,Purple,22.0,Saturday,December,Yes,No,22.4,No,No,8.0,No,Night,Yes,535.0,Low,Terminal,0.0,Yes,2023-12-23,50.0
Swami Vivekananda Road,Purple,15.0,Friday,April,No,No,24.9,,No,5.0,No,Evening,No,1164.0,Medium,Regular,5.0,No,2025-04-25,20.0
Baiyappanahalli,Purple,6.0,Saturday,May,Yes,No,29.9,No,,8.0,No,Morning,Yes,1033.0,Medium,Terminal,0.0,Yes,2024-05-08,10.0
National College,Green,18.0,Friday,September,No,No,30.7,No,No,3.0,Yes,Evening,No,3608.0,High,Regular,5.0,No,2024-09-16,25.0
Gottigere,Yellow,8.0,Friday,September,No,No,31.4,No,No,3.0,Yes,Morning,No,3494.0,High,Regular,0.0,No,2024-09-22,20.0
KR Market,Green,21.0,Friday,June,No,No,23.2,Yes,No,8.0,No,,No,694.0,Low,Regular,2.0,No,2025-06-16,20.0
Jayanagar 4th Block,Yellow,11.0,Friday,May,No,No,26.9,No,No,5.0,No,Midday,No,1095.0,Medium,Regular,2.0,No,2025-05-13,20.0
Baiyappanahalli,Purple,12.0,Sunday,August,Yes,No,26.3,,No,5.0,No,Midday,Yes,1205.0,Medium,Terminal,2.0,Yes,2023-08-20,10.0
Jalahalli,Green,20.0,Wednesday,February,No,No,25.3,No,No,8.0,No,Night,No,944.0,,Regular,2.0,No,2024-02-15,15.0
RV Road,Yellow,14.0,Sunday,April,Yes,No,26.1,,No,5.0,No,Evening,Yes,736.0,Low,Interchange,0.0,No,,30.0
Tagore Nagar,Yellow,11.0,Monday,September,No,No,24.6,No,No,5.0,No,Midday,No,1174.0,Medium,Regular,0.0,No,2023-09-22,20.0
South End Circle,Green,21.0,Wednesday,February,No,No,33.7,No,No,,No,Night,No,922.0,Medium,Regular,0.0,No,2025-02-03,30.0
South End Circle,Green,8.0,,September,Yes,No,24.9,No,No,3.0,Yes,Morning,Yes,2294.0,High,Regular,0.0,No,2024-09-06,30.0
Vijayanagar,Purple,8.0,Tuesday,August,No,No,,Yes,No,3.0,Yes,Morning,No,2812.0,High,Regular,2.0,No,2024-08-22,30.0
National College,Green,15.0,Saturday,May,Yes,No,25.1,No,No,5.0,No,Evening,Yes,773.0,Low,Regular,0.0,No,2023-05-14,25.0
Majestic,Green,10.0,Monday,October,No,No,28.7,No,No,5.0,,Midday,No,1625.0,Medium,Interchange,5.0,Yes,2023-10-04,25.0
KR Market,Green,7.0,Thursday,July,No,No,25.4,No,No,3.0,Yes,Morning,No,1556.0,Medium,Regular,,No,2025-07-18,20.0
South End Circle,Green,10.0,Friday,March,No,No,25.3,No,No,5.0,No,Midday,No,1190.0,Medium,Regular,2.0,No,2023-03-15,30.0
Hebbagodi,Yellow,15.0,Monday,December,No,No,29.1,No,Yes,5.0,No,Evening,No,1217.0,Medium,Regular,0.0,No,2025-12-09,20.0
Kengeri,Purple,19.0,Sunday,November,Yes,No,28.6,No,No,3.0,Yes,Evening,Yes,2844.0,High,Terminal,5.0,Yes,2024-11-18,50.0
Peenya,Green,12.0,Friday,April,No,No,24.7,,Yes,5.0,No,Midday,No,1817.0,Medium,Regular,5.0,No,2023-04-03,20.0
Magadi Road,Purple,20.0,Wednesday,October,No,No,31.8,No,No,8.0,No,Night,No,876.0,Medium,Regular,0.0,No,2023-10-10,20.0
Trinity,Purple,13.0,Monday,October,No,No,,No,No,5.0,,Midday,No,2036.0,High,Regular,0.0,Yes,2024-10-17,
Nagasandra,Green,20.0,Saturday,August,Yes,No,26.1,Yes,No,8.0,No,Night,,504.0,Low,Terminal,2.0,No,2025-08-07,10.0
Indiranagar,Purple,21.0,Saturday,November,Yes,No,23.1,No,Yes,8.0,No,Night,Yes,563.0,Low,Regular,0.0,Yes,2024-11-15,15.0
Whitefield,Purple,6.0,Wednesday,December,No,No,27.0,No,Yes,8.0,,Morning,No,1595.0,Medium,Regular,0.0,No,2024-12-01,20.0
Hebbagodi,Yellow,13.0,Tuesday,April,No,No,26.8,No,Yes,5.0,No,Midday,No,1942.0,Medium,Regular,0.0,No,2024-04-27,20.0
Tagore Nagar,Yellow,9.0,Tuesday,February,No,No,23.3,No,No,3.0,Yes,Morning,No,4426.0,High,Regular,0.0,No,2024-02-25,20.0
,Green,22.0,Monday,September,No,No,24.0,No,No,8.0,No,Night,No,696.0,Low,Regular,0.0,No,2024-09-27,20.0
Bommasandra,,15.0,Wednesday,September,No,No,28.6,,Yes,5.0,No,Evening,No,,Medium,Terminal,0.0,No,2025-09-11,50.0
Peenya,Green,19.0,Saturday,October,Yes,No,26.1,No,Yes,3.0,Yes,Evening,Yes,3692.0,High,Regular,0.0,No,2024-10-17,20.0
Bommasandra,Yellow,8.0,Friday,March,No,No,20.2,,Yes,3.0,Yes,Morning,No,4575.0,High,Terminal,0.0,No,2024-03-05,50.0
Vijayanagar,Purple,18.0,Saturday,November,Yes,No,25.4,No,No,3.0,Yes,Evening,Yes,2374.0,High,Regular,10.0,No,2023-11-07,30.0
Banashankari,Yellow,21.0,Monday,November,No,No,30.7,No,No,8.0,No,Night,No,763.0,Low,Regular,0.0,Yes,2025-11-19,40.0
KR Market,Green,16.0,Monday,March,No,No,26.0,No,No,5.0,No,Evening,No,1143.0,Medium,Regular,5.0,No,2023-03-25,20.0
South End Circle,Green,18.0,Friday,May,No,No,26.9,No,No,3.0,Yes,Evening,No,4043.0,High,Regular,2.0,No,2023-05-24,30.0
Kengeri,Purple,7.0,Friday,May,No,No,28.4,No,No,3.0,Yes,Morning,No,1479.0,Medium,Terminal,0.0,Yes,2024-05-15,50.0
Nagasandra,Green,6.0,Thursday,January,No,No,22.1,No,No,8.0,No,Morning,No,1779.0,,Terminal,0.0,No,2024-01-03,10.0
Bommasandra,Yellow,15.0,Friday,June,No,No,27.1,No,Yes,5.0,No,Evening,No,1333.0,Medium,Terminal,0.0,No,2024-06-15,50.0
Majestic,Purple,14.0,Saturday,August,Yes,No,32.4,,,5.0,No,Evening,Yes,1062.0,Medium,Interchange,0.0,Yes,2024-08-05,25.0
Hosahalli,Purple,20.0,Monday,November,No,No,22.2,No,No,8.0,No,Night,No,929.0,Medium,Regular,0.0,No,2025-11-23,20.0
Swami Vivekananda Road,Purple,20.0,Monday,January,No,No,30.7,No,,8.0,No,Night,No,927.0,Medium,Regular,,No,2023-01-12,20.0
Chickpete,Green,9.0,Friday,July,No,No,25.6,No,No,3.0,Yes,Morning,No,3757.0,High,Regular,2.0,No,2025-07-20,20.0
Electronic City,Yellow,9.0,Wednesday,December,No,No,28.7,No,Yes,3.0,Yes,Morning,No,,,Regular,2.0,No,2024-12-05,20.0
Electronic City,Yellow,14.0,Thursday,August,No,No,22.7,No,Yes,5.0,,Evening,No,1094.0,Medium,Regular,0.0,No,2024-08-03,20.0
Jayanagar 4th Block,Yellow,18.0,Thursday,October,No,,28.4,,No,3.0,Yes,Evening,No,3996.0,High,Regular,0.0,No,2024-10-09,20.0
Majestic,Purple,14.0,Monday,April,,No,26.6,No,No,5.0,No,Evening,No,1654.0,Medium,Interchange,2.0,Yes,2023-04-26,25.0
Banashankari,Yellow,9.0,Sunday,January,Yes,No,27.3,,No,3.0,Yes,Morning,Yes,2159.0,High,Regular,2.0,Yes,2025-01-09,40.0
Hebbagodi,Yellow,13.0,Wednesday,January,No,No,32.3,No,Yes,5.0,No,Midday,No,2000.0,High,Regular,0.0,No,2024-01-07,20.0
Jayanagar 4th Block,Yellow,13.0,Monday,December,No,No,21.7,No,No,,No,Midday,No,1877.0,Medium,Regular,5.0,No,2024-12-26,20.0
Nagasandra,Green,21.0,Friday,August,No,,26.2,Yes,No,8.0,No,Night,No,747.0,Low,Terminal,0.0,No,2024-08-02,10.0
Indiranagar,Purple,13.0,Sunday,November,Yes,No,27.9,,Yes,5.0,No,Midday,Yes,1300.0,Medium,Regular,0.0,Yes,2025-11-23,15.0
Jayanagar,Green,11.0,Tuesday,July,No,No,24.7,No,No,5.0,No,Midday,No,1081.0,Medium,Regular,5.0,No,2024-07-23,30.0
Mysuru Road,Purple,14.0,Monday,March,No,No,26.3,No,No,5.0,No,Evening,No,1173.0,Medium,Regular,0.0,No,2025-03-27,40.0
Banashankari,Yellow,13.0,Thursday,May,No,No,25.8,No,No,5.0,No,Midday,No,2181.0,High,Regular,0.0,Yes,2024-05-21,40.0
Swami Vivekananda Road,Purple,12.0,Sunday,April,Yes,No,28.2,No,No,5.0,No,Midday,Yes,1492.0,Medium,Regular,0.0,No,2023-04-16,20.0
KR Market,Green,11.0,Thursday,July,No,No,23.1,No,No,5.0,No,Midday,,1179.0,Medium,Regular,0.0,No,2023-07-09,20.0
Hosahalli,Purple,8.0,Sunday,April,Yes,No,23.4,No,No,3.0,Yes,Morning,Yes,,High,Regular,0.0,No,2024-04-13,20.0
Vijayanagar,Purple,7.0,Sunday,July,Yes,No,26.0,No,No,,Yes,Morning,Yes,,Medium,Regular,2.0,No,2023-07-27,30.0
Majestic,Purple,8.0,Thursday,June,No,No,26.4,Yes,No,3.0,Yes,Morning,No,4309.0,High,,0.0,Yes,2023-06-19,25.0
South End Circle,Green,20.0,Friday,May,No,No,26.3,No,No,8.0,No,Night,No,843.0,Medium,Regular,0.0,No,2025-05-20,30.0
Attiguppe,Purple,8.0,Thursday,March,No,No,25.3,No,No,3.0,Yes,Morning,No,4174.0,High,Regular,10.0,No,2025-03-17,40.0
Gottigere,Yellow,8.0,Sunday,January,Yes,No,28.0,No,No,3.0,Yes,Morning,Yes,2449.0,High,Regular,5.0,No,2025-01-06,20.0
Lalbagh,Green,14.0,Sunday,February,Yes,No,32.0,No,No,5.0,No,Evening,Yes,793.0,Low,Regular,0.0,Yes,2023-02-04,25.0
Vijayanagar,Purple,9.0,Thursday,August,No,No,26.0,No,No,3.0,Yes,Morning,No,3451.0,High,Regular,0.0,No,2023-08-01,30.0
National College,Green,22.0,Monday,October,No,No,27.0,No,No,8.0,No,Night,No,1006.0,Medium,Regular,0.0,No,2023-10-18,25.0
South End Circle,Green,12.0,Tuesday,February,No,No,23.3,No,No,,No,Midday,No,2000.0,High,Regular,0.0,No,2025-02-19,
Chickpete,Green,9.0,Wednesday,August,No,No,29.3,No,No,3.0,Yes,Morning,No,3585.0,High,Regular,2.0,No,2025-08-09,20.0
Sandal Soap Factory,Green,8.0,Thursday,May,No,No,23.6,No,No,3.0,Yes,Morning,No,3279.0,High,Regular,0.0,No,2024-05-13,20.0
Deepanjalinagar,Purple,6.0,Monday,November,No,,,,No,8.0,No,Morning,No,1605.0,Medium,Regular,2.0,No,2023-11-08,20.0
Kengeri,Purple,14.0,Saturday,August,Yes,No,26.5,No,No,5.0,No,Evening,Yes,723.0,Low,Terminal,0.0,Yes,2024-08-23,50.0
,Green,22.0,Monday,March,No,No,27.1,No,No,8.0,No,Night,No,861.0,Medium,,0.0,,2024-03-13,
Mysuru Road,Purple,13.0,Tuesday,,No,No,,No,No,5.0,No,Midday,No,,High,Regular,0.0,No,2024-11-15,40.0
Mysuru Road,Purple,13.0,Friday,March,No,No,27.6,,,5.0,No,Midday,No,1976.0,Medium,Regular,0.0,No,2024-03-11,40.0
Indiranagar,Purple,20.0,Saturday,January,Yes,No,25.3,No,Yes,8.0,No,Night,Yes,464.0,Low,Regular,2.0,,2025-01-12,15.0
KR Market,Green,6.0,Monday,April,No,No,29.7,No,No,8.0,No,Morning,No,1499.0,Medium,Regular,2.0,No,2023-04-14,20.0
Hebbagodi,Yellow,12.0,Friday,June,No,No,25.0,No,Yes,5.0,No,Midday,No,,Medium,Regular,,No,2023-06-04,20.0
Yelachenahalli,Green,11.0,Wednesday,March,No,No,32.1,No,No,5.0,No,Midday,No,1177.0,Medium,Regular,0.0,No,2025-03-01,20.0
Jayanagar,Green,11.0,Saturday,April,Yes,No,22.7,No,No,5.0,No,Midday,Yes,790.0,Low,Regular,0.0,No,2023-04-24,30.0
Swami Vivekananda Road,Purple,18.0,Saturday,November,Yes,No,30.8,No,No,3.0,Yes,Evening,Yes,3145.0,High,Regular,2.0,No,2023-11-04,20.0
Hebbagodi,Yellow,17.0,Wednesday,April,No,No,29.4,No,Yes,3.0,Yes,Evening,No,5112.0,High,Regular,0.0,No,2023-04-19,20.0
JP Nagar 2nd Phase,Yellow,12.0,Sunday,February,Yes,No,28.1,No,No,5.0,No,Midday,Yes,,Medium,Regular,0.0,No,2023-02-09,20.0
Kengeri,Purple,18.0,Thursday,,No,No,24.1,No,No,,Yes,Evening,No,4136.0,High,Terminal,5.0,Yes,2024-11-10,50.0
Swami Vivekananda Road,Purple,9.0,Tuesday,June,No,No,29.5,,No,3.0,Yes,Morning,No,3661.0,,Regular,0.0,No,2025-06-04,20.0
Yelachenahalli,Green,21.0,Saturday,August,Yes,No,29.7,No,No,8.0,No,Night,Yes,560.0,Low,Regular,0.0,No,2024-08-20,20.0
Lalbagh,Green,19.0,Tuesday,June,No,No,21.9,Yes,No,3.0,Yes,Evening,No,3407.0,High,,0.0,Yes,2024-06-09,25.0
Jalahalli,Green,14.0,Friday,August,No,No,26.7,No,No,5.0,No,Evening,No,1255.0,,Regular,0.0,No,2024-08-13,15.0
KR Market,Green,15.0,,July,No,No,29.0,Yes,No,5.0,,Evening,No,826.0,Medium,Regular,0.0,No,2024-07-12,20.0
South End Circle,Green,10.0,Monday,September,No,No,28.1,,No,5.0,No,Midday,No,944.0,Medium,Regular,5.0,No,2025-09-11,30.0
Dasarahalli,Green,20.0,Wednesday,January,No,No,27.1,No,No,8.0,No,Night,No,952.0,Medium,Regular,2.0,,2025-01-12,10.0
JP Nagar 2nd Phase,Yellow,6.0,Sunday,January,,No,27.4,No,No,8.0,No,Morning,Yes,932.0,Medium,Regular,5.0,No,2023-01-18,20.0
South End Circle,Green,8.0,Thursday,October,No,No,29.9,No,No,3.0,Yes,Morning,No,3860.0,High,Regular,2.0,No,2025-10-12,30.0
Swami Vivekananda Road,Purple,15.0,Wednesday,January,No,No,26.6,No,No,5.0,No,Evening,No,1185.0,Medium,Regular,0.0,,2024-01-16,20.0
Jayanagar,Green,15.0,Friday,March,No,No,25.4,No,No,5.0,No,Evening,No,1061.0,Medium,Regular,0.0,No,2025-03-05,30.0
National College,Green,9.0,Saturday,November,,No,21.6,No,No,3.0,Yes,Morning,Yes,2407.0,High,Regular,2.0,No,2024-11-20,25.0
Halasuru,Purple,12.0,Monday,July,No,No,32.6,Yes,,5.0,No,Midday,No,1524.0,Medium,Regular,2.0,Yes,,20.0
Peenya,Green,10.0,Tuesday,June,No,No,27.1,Yes,Yes,5.0,No,Midday,,949.0,Medium,Regular,0.0,No,2025-06-12,20.0
,Purple,20.0,Friday,January,No,No,30.3,No,No,8.0,No,Night,No,873.0,Medium,Regular,0.0,No,2023-01-21,20.0
Nagasandra,Green,16.0,Tuesday,September,,No,22.2,No,No,5.0,No,Evening,No,928.0,Medium,Terminal,0.0,No,2024-09-25,10.0
Bommasandra,Yellow,13.0,Monday,September,No,No,27.0,Yes,Yes,5.0,No,Midday,No,1628.0,Medium,Terminal,0.0,No,2025-09-11,50.0
Jalahalli,Green,21.0,Monday,September,No,No,24.2,Yes,No,8.0,No,Night,No,797.0,Low,Regular,2.0,No,,15.0
Jayanagar 4th Block,Yellow,15.0,Tuesday,May,No,No,24.0,,No,5.0,No,Evening,No,1116.0,Medium,Regular,0.0,No,2023-05-18,20.0
Yelachenahalli,Green,16.0,Friday,December,No,No,,No,No,5.0,No,Evening,No,1047.0,Medium,Regular,0.0,No,2025-12-25,20.0
Vijayanagar,Purple,10.0,Thursday,December,No,No,27.3,No,No,,No,Midday,No,984.0,Medium,Regular,0.0,No,2024-12-03,30.0
Banashankari,Yellow,22.0,Friday,March,No,No,26.2,No,No,8.0,No,Night,No,836.0,Medium,Regular,0.0,Yes,2023-03-20,40.0
Jayanagar 4th Block,Yellow,11.0,Saturday,February,Yes,No,28.3,No,No,5.0,No,Midday,Yes,825.0,Medium,Regular,2.0,No,2024-02-17,20.0
Attiguppe,Purple,22.0,Friday,September,No,No,30.7,No,No,8.0,No,Night,No,820.0,Medium,Regular,2.0,No,2023-09-14,40.0
Vijayanagar,Purple,12.0,Monday,April,No,,26.7,No,No,5.0,No,Midday,No,2047.0,High,Regular,5.0,No,2025-04-01,30.0
Trinity,Purple,6.0,Thursday,,No,No,22.6,No,No,8.0,No,,No,,,Regular,2.0,Yes,2024-11-17,20.0
Jayanagar,Green,6.0,Saturday,September,Yes,No,23.7,No,No,8.0,No,Morning,Yes,1079.0,Medium,Regular,0.0,No,2025-09-25,30.0
Chickpete,Green,22.0,Tuesday,June,No,No,22.4,No,No,8.0,No,Night,No,1001.0,Medium,Regular,0.0,No,2023-06-27,20.0
Lalbagh,Green,17.0,Monday,December,No,No,30.1,No,No,3.0,Yes,Evening,No,4595.0,High,Regular,,Yes,2024-12-08,25.0
JP Nagar 2nd Phase,Yellow,18.0,Monday,January,No,No,27.5,No,No,3.0,Yes,Evening,No,4267.0,High,Regular,0.0,No,2023-01-05,20.0
Kengeri,Purple,22.0,Sunday,December,Yes,No,,,No,8.0,No,Night,Yes,545.0,Low,Terminal,2.0,Yes,2023-12-05,50.0
Majestic,Purple,20.0,Tuesday,March,No,No,26.8,No,No,8.0,No,Night,No,1204.0,Medium,Interchange,0.0,Yes,2023-03-09,25.0
Attiguppe,Purple,10.0,Wednesday,January,No,No,28.8,,No,5.0,No,Midday,No,1064.0,Medium,Regular,5.0,No,2023-01-03,40.0
Sandal Soap Factory,Green,10.0,Monday,January,No,No,27.3,No,No,,No,Midday,No,1154.0,Medium,Regular,0.0,No,2024-01-19,20.0
Dasarahalli,Green,17.0,Saturday,September,Yes,No,32.5,No,No,3.0,Yes,Evening,Yes,2786.0,High,Regular,2.0,No,2023-09-23,10.0
Dasarahalli,Green,10.0,Wednesday,August,No,No,31.0,No,No,5.0,No,Midday,No,1141.0,Medium,Regular,0.0,No,2024-08-09,10.0
Yeshwanthpur,Green,17.0,Thursday,July,No,No,27.5,No,,3.0,Yes,Evening,No,5055.0,High,Regular,5.0,Yes,2024-07-22,20.0
Nagasandra,Green,13.0,Sunday,August,Yes,No,26.5,Yes,No,5.0,No,Midday,Yes,947.0,Medium,Terminal,0.0,No,2025-08-18,10.0
National College,Green,19.0,Saturday,September,Yes,No,22.8,No,,3.0,Yes,Evening,Yes,2611.0,High,Regular,2.0,No,2025-09-16,25.0
Jayanagar 4th Block,Yellow,19.0,Thursday,September,No,No,30.2,No,No,3.0,Yes,Evening,No,3807.0,High,Regular,0.0,No,2024-09-01,20.0
Halasuru,Purple,21.0,Tuesday,November,No,No,23.9,No,No,8.0,No,Night,No,,,Regular,0.0,Yes,2024-11-02,20.0
Whitefield,Purple,6.0,Monday,September,No,No,,Yes,Yes,8.0,No,Morning,No,1219.0,Medium,Regular,0.0,No,2023-09-14,20.0
Hebbagodi,,13.0,,November,No,No,26.8,No,Yes,5.0,No,Midday,No,2176.0,High,Regular,2.0,No,2025-11-14,20.0
Bommasandra,Yellow,8.0,Thursday,July,No,No,33.0,No,Yes,3.0,Yes,Morning,No,5363.0,High,Terminal,2.0,No,2023-07-01,50.0
RV Road,Yellow,7.0,Monday,November,No,No,30.8,No,No,3.0,Yes,Morning,No,1486.0,Medium,Interchange,2.0,No,2023-11-26,30.0
Banashankari,Yellow,17.0,Friday,November,,No,26.6,No,No,3.0,Yes,Evening,No,,High,Regular,0.0,Yes,2023-11-26,40.0
Attiguppe,Purple,9.0,Tuesday,June,No,No,26.4,Yes,No,3.0,Yes,Morning,No,,High,Regular,0.0,No,2024-06-25,40.0
Dasarahalli,Green,11.0,Thursday,October,No,No,33.3,No,No,5.0,No,Midday,No,1182.0,Medium,Regular,2.0,No,2023-10-16,10.0
Halasuru,Purple,8.0,Friday,July,No,No,22.5,,No,3.0,Yes,Morning,No,3613.0,High,Regular,0.0,Yes,2025-07-15,20.0
Majestic,Purple,15.0,Monday,August,No,No,,No,No,5.0,No,Evening,No,1862.0,Medium,Interchange,0.0,Yes,2023-08-26,25.0
Banashankari,Yellow,21.0,Wednesday,March,No,No,28.7,,No,8.0,No,Night,No,905.0,Medium,Regular,0.0,Yes,2024-03-15,40.0
South End Circle,Green,16.0,Sunday,May,Yes,No,31.4,No,No,5.0,No,Evening,Yes,846.0,Medium,Regular,5.0,No,2023-05-12,30.0
,Green,9.0,Sunday,November,Yes,No,27.0,No,No,3.0,Yes,Morning,Yes,2651.0,High,Regular,5.0,,2023-11-16,25.0
Chickpete,Green,9.0,Monday,February,No,No,27.0,No,No,3.0,Yes,Morning,No,3773.0,,Regular,0.0,No,,20.0
Electronic City,Yellow,20.0,Saturday,March,Yes,No,33.4,No,Yes,8.0,No,Night,Yes,649.0,Low,Regular,0.0,No,2023-03-24,20.0
Majestic,Green,19.0,Sunday,June,Yes,No,23.6,No,No,3.0,,Evening,Yes,3935.0,,Interchange,0.0,Yes,2025-06-15,25.0
Tagore Nagar,Yellow,11.0,Thursday,August,No,No,27.4,Yes,No,5.0,No,Midday,No,,,Regular,2.0,No,2024-08-23,20.0
Hosahalli,Purple,21.0,Thursday,November,No,No,26.0,No,No,8.0,No,Night,No,1057.0,Medium,Regular,0.0,No,2023-11-15,20.0
Majestic,Purple,21.0,Friday,November,No,No,21.8,No,,8.0,No,Night,No,1311.0,Medium,Interchange,,Yes,2025-11-19,25.0
Jalahalli,Green,15.0,Sunday,December,Yes,No,29.5,No,No,5.0,No,Evening,Yes,949.0,Medium,Regular,0.0,No,2023-12-08,15.0
Lalbagh,Green,13.0,Friday,December,No,No,26.3,No,No,5.0,No,Midday,No,2048.0,High,Regular,0.0,Yes,2025-12-02,25.0
Indiranagar,Purple,11.0,Sunday,December,Yes,No,24.5,No,Yes,5.0,No,Midday,Yes,724.0,Low,Regular,0.0,Yes,2023-12-02,15.0
Peenya,Green,11.0,Saturday,April,Yes,No,26.1,No,Yes,5.0,No,,Yes,711.0,Low,Regular,2.0,No,2025-04-27,20.0
Bommasandra,Yellow,12.0,Friday,,No,No,27.9,No,Yes,5.0,No,Midday,No,1929.0,Medium,Terminal,0.0,No,2023-07-10,50.0
Trinity,Purple,17.0,Sunday,May,Yes,No,29.5,No,No,3.0,Yes,Evening,Yes,2839.0,High,Regular,0.0,Yes,2024-05-03,20.0
Majestic,Green,12.0,Saturday,October,Yes,No,25.5,,No,5.0,No,Midday,Yes,,Medium,Interchange,0.0,Yes,2025-10-23,25.0
Jayanagar,Green,10.0,Monday,April,No,No,24.5,No,No,5.0,No,,No,1088.0,Medium,Regular,5.0,No,2025-04-17,30.0
Majestic,Purple,10.0,Sunday,November,Yes,No,29.2,No,No,5.0,No,Midday,Yes,,,Interchange,0.0,Yes,2025-11-08,25.0
